01/02/2020,2020-02-21f,TX03,21078,C_000001,serie,numero,BBB1,8577,,,8,GLP,7.58,1.12,1.32,8.47,1.53,10,,,,,,CLIENTE GENERICO,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48089,BB03,48089,0,,8,GLP,14.39,1.1186440678,1.32,16.1016949153,2.8983050847,19,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48090,BB03,48090,0,,2,GAS 90,4.17,10.1610169492,11.99,42.3728813559,7.6271186441,50,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48091,BB03,48091,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48092,BB03,48092,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48094,BB03,48094,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48095,BB03,48095,0,,8,GLP,17.13,1.1186440678,1.32,19.1610169492,3.4489830508,22.61,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48096,BB03,48096,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48098,BB03,48098,0,,8,GLP,29.36,1.1186440678,1.32,32.8389830508,5.9110169492,38.75,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48100,BB03,48100,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48101,BB03,48101,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48102,BB03,48102,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48103,BB03,48103,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48104,BB03,48104,0,,8,GLP,9.63,1.1186440678,1.32,10.7711864407,1.9388135593,12.71,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48105,BB03,48105,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48107,BB03,48107,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48109,BB03,48109,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48110,BB03,48110,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48111,BB03,48111,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48112,BB03,48112,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48114,BB03,48114,0,,2,GAS 90,1.251,10.1610169492,11.99,12.7118644068,2.2881355932,15,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48119,BB03,48119,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48120,BB03,48120,0,,2,GAS 90,1,10.1610169492,11.99,10.1610169492,1.8289830508,11.99,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48121,BB03,48121,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48122,BB03,48122,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48123,BB03,48123,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48124,BB03,48124,0,,8,GLP,5.3,1.1186440678,1.32,5.9322033898,1.0677966102,7,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48125,BB03,48125,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48126,BB03,48126,0,,8,GLP,3.03,1.1186440678,1.32,3.3898305085,0.6101694915,4,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48127,BB03,48127,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48128,BB03,48128,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48131,BB03,48131,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48133,BB03,48133,0,,5,DIESEL B5 S50,5.588,10.6186440678,12.53,59.3389830508,10.6810169492,70.02,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48134,BB03,48134,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48135,BB03,48135,0,,8,GLP,26.52,1.1186440678,1.32,29.6694915254,5.3405084746,35.01,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48137,BB03,48137,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48138,BB03,48138,0,,8,GLP,3.03,1.1186440678,1.32,3.3898305085,0.6101694915,4,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48139,BB03,48139,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48142,BB03,48142,0,,5,DIESEL B5 S50,39.904,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48143,BB03,48143,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48144,BB03,48144,0,,8,GLP,10.61,1.1186440678,1.32,11.8644067797,2.1355932203,14,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48146,BB03,48146,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48147,BB03,48147,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48148,BB03,48148,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48150,BB03,48150,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48151,BB03,48151,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48152,BB03,48152,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48153,BB03,48153,0,,8,GLP,32.55,1.1186440678,1.32,36.406779661,6.553220339,42.96,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48154,BB03,48154,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48155,BB03,48155,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48158,BB03,48158,0,,8,GLP,24.23,1.1186440678,1.32,27.1016949153,4.8783050847,31.98,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48160,BB03,48160,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48162,BB03,48162,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48163,BB03,48163,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48164,BB03,48164,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48165,BB03,48165,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48166,BB03,48166,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48167,BB03,48167,0,,4,GAS 98,0.715,11.8559322034,13.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB03,48168,BB03,48168,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48169,BB03,48169,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48170,BB03,48170,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48171,BB03,48171,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48173,BB03,48173,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48174,BB03,48174,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48175,BB03,48175,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48176,BB03,48176,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48177,BB03,48177,0,,8,GLP,8.33,1.1186440678,1.32,9.3220338983,1.6779661017,11,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48178,BB03,48178,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48179,BB03,48179,0,,8,GLP,15.14,1.1186440678,1.32,16.9406779661,3.0493220339,19.99,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48180,BB03,48180,0,,8,GLP,20.45,1.1186440678,1.32,22.8728813559,4.1171186441,26.99,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48181,BB03,48181,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48182,BB03,48182,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48184,BB03,48184,0,,8,GLP,28.14,1.1186440678,1.32,31.4830508475,5.6669491525,37.15,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48185,BB03,48185,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48186,BB03,48186,0,,8,GLP,9.85,1.1186440678,1.32,11.0169491525,1.9830508475,13,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48187,BB03,48187,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48188,BB03,48188,0,,8,GLP,1.52,1.1186440678,1.32,1.6949152542,0.3050847458,2,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48190,BB03,48190,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48191,BB03,48191,0,,8,GLP,12.89,1.1186440678,1.32,14.4237288136,2.5962711864,17.02,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48192,BB03,48192,0,,3,GAS 95,0.62,10.9322033898,12.9,6.7796610169,1.2203389831,8,,,,,,,GLL
3-04-0--20,2020-03-04,3,17,99,BB03,48193,BB03,48193,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48194,BB03,48194,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48195,BB03,48195,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48196,BB03,48196,0,,8,GLP,37.88,1.1186440678,1.32,42.3728813559,7.6271186441,50,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48197,BB03,48197,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48198,BB03,48198,0,,8,GLP,9.85,1.1186440678,1.32,11.0169491525,1.9830508475,13,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48199,BB03,48199,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48202,BB03,48202,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48204,BB03,48204,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48205,BB03,48205,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48206,BB03,48206,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48207,BB03,48207,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48208,BB03,48208,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48209,BB03,48209,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48210,BB03,48210,0,,8,GLP,17.42,1.1186440678,1.32,19.4830508475,3.5069491525,22.99,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48211,BB03,48211,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48212,BB03,48212,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48213,BB03,48213,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48214,BB03,48214,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48215,BB03,48215,0,,8,GLP,8.72,1.1186440678,1.32,9.7542372881,1.7557627119,11.51,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48216,BB03,48216,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48217,BB03,48217,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48218,BB03,48218,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48219,BB03,48219,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48220,BB03,48220,0,,8,GLP,12.89,1.1186440678,1.32,14.4152542373,2.5947457627,17.01,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48221,BB03,48221,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48222,BB03,48222,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48223,BB03,48223,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48224,BB03,48224,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48225,BB03,48225,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48226,BB03,48226,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,17,99,BB03,48227,BB03,48227,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48228,BB03,48228,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48229,BB03,48229,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48230,BB03,48230,0,,8,GLP,28.41,1.1186440678,1.32,31.7796610169,5.7203389831,37.5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48231,BB03,48231,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48232,BB03,48232,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48233,BB03,48233,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48234,BB03,48234,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48235,BB03,48235,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48236,BB03,48236,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48240,BB03,48240,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48241,BB03,48241,0,,8,GLP,18.94,1.1186440678,1.32,21.186440678,3.813559322,25,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48242,BB03,48242,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48243,BB03,48243,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48244,BB03,48244,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48246,BB03,48246,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48247,BB03,48247,0,,8,GLP,24.05,1.1186440678,1.32,26.8983050847,4.8416949153,31.74,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48248,BB03,48248,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48249,BB03,48249,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48250,BB03,48250,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48251,BB03,48251,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48253,BB03,48253,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48254,BB03,48254,0,,8,GLP,1.52,1.1186440678,1.32,1.6949152542,0.3050847458,2,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48255,BB03,48255,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48256,BB03,48256,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48257,BB03,48257,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48258,BB03,48258,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48259,BB03,48259,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48261,BB03,48261,0,,8,GLP,54.29,1.1186440678,1.32,60.7288135593,10.9311864407,71.66,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48262,BB03,48262,0,,8,GLP,19.7,1.1186440678,1.32,22.0338983051,3.9661016949,26,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48263,BB03,48263,0,,8,GLP,17.35,1.1186440678,1.32,19.406779661,3.493220339,22.9,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48264,BB03,48264,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48265,BB03,48265,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48266,BB03,48266,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48267,BB03,48267,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48268,BB03,48268,0,,8,GLP,11.22,1.1186440678,1.32,12.5508474576,2.2591525424,14.81,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48270,BB03,48270,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48271,BB03,48271,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48272,BB03,48272,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48273,BB03,48273,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48275,BB03,48275,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48276,BB03,48276,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48277,BB03,48277,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48278,BB03,48278,0,,8,GLP,16.3,1.1186440678,1.32,18.2372881356,3.2827118644,21.52,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48280,BB03,48280,0,,8,GLP,16.67,1.1186440678,1.32,18.6525423729,3.3574576271,22.01,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48281,BB03,48281,0,,8,GLP,16.67,1.1186440678,1.32,18.6440677966,3.3559322034,22,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48282,BB03,48282,0,,8,GLP,7.73,1.1186440678,1.32,8.6525423729,1.5574576271,10.21,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48284,BB03,48284,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48285,BB03,48285,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48287,BB03,48287,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,1,13,99,BB03,48288,BB03,48288,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48290,BB03,48290,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
